id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
SYS_016,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_016,Fiber crop,fibre crop,System,3,SYS_001,"Crop system based on plants grown for the fibres used in textiles, cordage, or paper (e.g. cotton, jute, sisal).",AGROVOC: fibre crops,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_017,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_017,Sugar crop,,System,3,SYS_001,"Crop system based on plants grown for sugar extraction (e.g. sugarcane, sugar beet).",AGROVOC: sugar crops,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_078,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_078,Legume,leguminous crop,System,3,SYS_001,"Crop system of the legume (Fabaceae) family grown for seeds, pods, forage or green manure and able to fix atmospheric nitrogen; the broad family encompassing pulses and oil/forage legumes.",AGROVOC: legumes,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_009,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_009,Pulse,grain legume,System,4,SYS_078,"Legume grown for its dry edible seeds - such as beans, lentils, cowpeas and chickpeas; a subset of legumes excluding oilseed and forage types.",AGROVOC: grain legumes,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_095,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_095,Bean,common bean; Phaseolus; Faba bean,System,5,SYS_009,"Pulse crop (Phaseolus vulgaris) grown for edible dry grain and green pods, highly sensitive to heat and water deficit during flowering and pod-filling.",AGROVOC: Phaseolus vulgaris (c_5767),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_096,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_096,Cowpea,black-eyed pea; niebe,System,5,SYS_009,"Pulse crop (Vigna unguiculata) grown for grain, fodder, and leaves, valued for heat and drought tolerance in Sahelian and semi-arid systems.",AGROVOC: cowpeas,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_097,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_097,Soybean,soya; soya bean,System,4,SYS_078,"Grain legume (Glycine max) grown for protein-rich grain and oil, fixing atmospheric nitrogen and exposed to drought and heat during pod-filling.",AGROVOC: soybeans,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_098,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_098,Groundnut,peanut,System,4,SYS_078,"Grain legume (Arachis hypogaea) grown for oil-rich seed, fixing atmospheric nitrogen and exposed to drought, heat, and aflatoxin contamination that rises under terminal drought.",AGROVOC: groundnuts,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_079,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_079,Tuber crop,tuber,System,3,SYS_001,Crop system grown for edible tubers (swollen stem or root storage organs) - such as potato and yam; distinguished by tuber storage organs.,AGROVOC: tubers (c_7998),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_092,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_092,Potato,,System,4,SYS_079,Tuber crop (Solanum tuberosum) grown for its starchy stem tubers.,AGROVOC: potatoes,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_018,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_018,Livestock system,animal production system; Climate-smart dairy system; Climate-smart livestock system; Livestock production system; Livestock production,System,2,SYS_115,"Production system based on raising animals - cattle, small ruminants, poultry, and others - for food, income, or assets.",AGROVOC: livestock,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_019,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_019,Cattle,bovine,System,3,SYS_018,"Livestock system based on raising cattle (Bos spp.) for milk, meat, draught, or assets.",AGROVOC: cattle,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_020,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_020,Dairy cattle,dairy cow; milk cattle,System,4,SYS_019,Cattle system in which animals are kept primarily for milk production.,AGROVOC: dairy cattle,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_021,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_021,Beef cattle,beef herd,System,4,SYS_019,Cattle system in which animals are raised primarily for meat production.,AGROVOC: beef cattle,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_022,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_022,Small ruminant,sheep and goat,System,3,SYS_018,"Livestock system based on raising sheep and goats for meat, milk, fibre, or assets.",AGROVOC: small ruminants,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_104,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_104,Sheep,ovine,System,4,SYS_022,"Small ruminant species (Ovis aries) raised for meat, milk, wool, and household assets, exposed to heat stress, drought-driven feed and water scarcity, and shifting disease distribution.",AGROVOC: sheep,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_105,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_105,Goat,caprine,System,4,SYS_022,"Small ruminant species (Capra hircus) raised for meat, milk, and household assets, valued for tolerance of dry and marginal conditions and exposed to heat stress and drought-driven feed and water scarcity.",AGROVOC: goats,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_023,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_023,Poultry,chicken,System,3,SYS_018,"Livestock system based on raising domesticated birds (e.g. chickens, ducks) for meat and eggs.",AGROVOC: poultry,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_024,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_024,Pig,swine; pork,System,3,SYS_018,Livestock system based on raising pigs (Sus scrofa domesticus) for meat.,AGROVOC: pigs,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_025,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_025,Camelid,camel; llama; alpaca,System,3,SYS_018,"Livestock system based on raising camelids (e.g. camels, llamas, alpacas) for milk, meat, fibre, transport, or assets, valued for tolerance of arid and high-altitude climate stress.",AGROVOC: camelids,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_026,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_026,Pastoral system,rangeland-based livestock system,System,3,SYS_018,Livestock system based on extensive animal grazing on natural or seminatural rangelands.,AGROVOC: pastoralism,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_028,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_028,Intensive livestock system,confined livestock system; industrial livestock,System,3,SYS_018,Livestock system characterised by high stocking densities and reliance on external feed and inputs.,AGROVOC: intensive husbandry,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_114,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_114,Black soldier fly system,BSF system; insect farming,System,3,SYS_018,Livestock system based on rearing black soldier fly larvae on organic residues to produce animal-feed protein and frass fertilizer.,FAO (insects as food and feed); AGROVOC: Hermetia illucens (c_6d9f26e7),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
SYS_029,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_029,Aquatic system,aquatic production system; Aquatic food system; Fish,System,2,SYS_115,Production system based on the use of aquatic organisms from marine or freshwater environments - through capture or farming - for food and livelihoods.,FAO SOFIA (The State of World Fisheries and Aquaculture),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_032,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_032,Aquaculture system,fish farming system; aquaculture,System,3,SYS_029,"Aquatic system for the farming of aquatic organisms - fish, molluscs, crustaceans, and aquatic plants - under some form of ownership and intervention in rearing.",AGROVOC: aquaculture,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_033,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_033,Pond aquaculture,pond farming,System,4,SYS_032,Aquaculture system in which aquatic organisms are reared in constructed or natural ponds.,FAO Fisheries and Aquaculture (pond culture),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_034,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_034,Cage aquaculture,cage culture,System,4,SYS_032,Aquaculture system in which aquatic organisms are reared in cages or net pens suspended in open water bodies.,FAO Fisheries and Aquaculture (cage culture),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_035,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_035,Recirculating aquaculture,RAS,System,4,SYS_032,"Aquaculture system in which water is filtered and reused within a closed loop, reducing dependence on ambient water and buffering exposure to climate-driven changes in water temperature and quality.",FAO Fisheries and Aquaculture (recirculating aquaculture systems),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_036,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_036,Integrated multi-trophic aquaculture,IMTA,System,4,SYS_032,"Aquaculture system that co-cultivates species from different trophic levels so that the by-products of one become inputs for another, reducing waste and diversifying production under climate stress.",FAO Fisheries and Aquaculture (integrated multi-trophic aquaculture),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_103,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_103,Farmed fish,rohu; carp; tilapia; catfish,System,4,SYS_032,"Aquaculture system based on fish species raised in ponds, cages, or tanks within an aquaculture system.",AGROVOC: fish culture,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,PRMS pilot,current,5.0.0-draft
SYS_037,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_037,Seaweed,macroalgae,System,3,SYS_029,"Aquatic system based on the cultivation of marine macroalgae for food, feed, or other products, providing blue-carbon and coastal benefits.",FAO Fisheries and Aquaculture (seaweed culture),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_077,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_077,Capture fishery,wild fishery; capture fisheries,System,3,SYS_029,Aquatic system based on harvesting wild aquatic organisms from marine or inland waters.,AGROVOC: capture fisheries,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_030,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_030,Inland fishery,freshwater fishery,System,4,SYS_077,"Capture fishery based on harvesting wild aquatic organisms from rivers, lakes, and other freshwater bodies.",FAO SOFIA (inland fisheries),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_031,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_031,Marine fishery,ocean fishery,System,4,SYS_077,Capture fishery based on harvesting wild aquatic organisms from marine and coastal waters.,FAO SOFIA (marine fisheries),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_086,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_086,Microalgae,microalgal system,System,3,SYS_029,"Aquatic system based on the cultivation of microalgae for food, feed, or other products, providing carbon-capture potential.",FAO Fisheries and Aquaculture (microalgae culture),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert; Restructure (v5),current,5.0.0-draft
SYS_039,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_039,Natural ecosystem,natural system,System,1,,"Complex of organisms and their physical environment forming a functioning whole, whose structure, functions, and services may be exposed.",AGROVOC: ecosystems,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_040,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_040,Forest,Forest landscape,System,2,SYS_039,"Natural ecosystem dominated by trees and associated woody vegetation, providing biomass, biodiversity, and regulating services.",AGROVOC: forests,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_041,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_041,Tropical forest,tropical rainforest,System,3,SYS_040,Forest ecosystem of the humid tropics characterised by high biomass and biodiversity.,IPCC SRCCL (Climate Change and Land),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_042,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_042,Boreal and temperate forest,temperate forest; boreal forest,System,3,SYS_040,Forest ecosystem of high-latitude (boreal) and mid-latitude (temperate) zones.,IPCC AR6 WGII,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_043,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_043,Mangrove forest,mangrove,System,3,SYS_040,"Coastal forest ecosystem of salt-tolerant trees in intertidal zones, providing blue-carbon storage and coastal protection while exposed to sea-level rise, storm surge, and warming.",IPCC SROCC (blue carbon ecosystems),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_044,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_044,Grassland,,System,2,SYS_039,Natural ecosystem dominated by herbaceous and grass vegetation that provides forage for grazing.,AGROVOC: grasslands,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_045,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_045,Wetland,marsh; swamp,System,2,SYS_039,"Natural ecosystem in which land is saturated or covered by water permanently or seasonally, providing water regulation, biodiversity, and carbon storage.",Ramsar Convention on Wetlands; IPCC AR6 WGII,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_046,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_046,Peatland,peat bog; mire,System,3,SYS_045,"Wetland ecosystem with waterlogged, organic peat soils that store large carbon stocks.",IPCC 2013 Wetlands Supplement,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_047,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_047,Coastal wetland,tidal wetland,System,3,SYS_045,"Wetland ecosystem in the intertidal or near-shore coastal zone (e.g. salt marsh, seagrass meadow) that stores blue carbon and buffers coasts, exposed to sea-level rise, warming, and storm surge.",IPCC SROCC (coastal wetlands / blue carbon),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_117,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_117,Constructed wetland,treatment wetland,System,3,SYS_045,"Wetland engineered to mimic natural wetland processes, using vegetation, soils and microbial assemblages to treat wastewater, manage stormwater runoff, create wildlife habitats and provide other ecosystem services.",AGROVOC: constructed wetlands (c_331329); Ramsar Convention Art. 1.1 (wetland),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
SYS_048,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_048,Dryland,arid and semi-arid land,System,2,SYS_039,"Natural ecosystem of arid, semi-arid, and dry sub-humid zones characterised by limited and variable water.",IPCC SRCCL; UNCCD,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_050,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_050,Coastal zone,coastal area,System,2,SYS_039,"Natural ecosystem at the land-sea interface comprising shorelines, estuaries, and near-shore waters.",IPCC SROCC Ch.4 (coastal zones),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_051,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_051,Mountain,montane area,System,2,SYS_039,"Natural ecosystem comprising high-relief, steeply sloping terrain at elevation, with pronounced altitudinal zonation and snow- and ice-influenced hydrology.",IPCC SROCC Ch.2 (high mountain areas),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_052,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_052,Soil biome,soil ecosystem,System,2,SYS_039,"Natural ecosystem comprising the community of organisms living in soil that drives nutrient cycling, decomposition, and soil structure.",AGROVOC: soil organisms (c_33552),Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
SYS_053,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/SYS_053,Protected area,conservation area,System,2,SYS_039,"Natural ecosystem within a clearly defined area managed for the long-term conservation of nature and associated ecosystem services, whose biodiversity may be exposed.",IUCN protected area definition; CBD,Rationale,Adaptation,Adaptation-conditional,"System is exposed to a climate hazard, OR is acted on by a hazard-addressing intervention, OR benefits from a qualifying outcome or an adaptation-specific impact; NOT adaptation when named only as the sector or commodity of work, with no exposure and no hazard-addressing action on it.",n/a,FALSE,Domain expert,current,5.0.0-draft
