word_or_ID,normalised_for_matching,exclusion_type,decided_by,date,reason,status_in_v5_today,breaches_this_exclusion,where_the_original_record_lives,on_tagging_stoplist
Community,community,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of STK_068 'Community' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Conflict-sensitive climate action,conflict sensitive climate action,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of INT_304 'Conflict-sensitive climate action' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Credit,credit,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: new term | should be synonym of “Agricultural credit”,absent,"no - declined (P7): word-ownership collision - OUT_107 Carbon credit is a term, and the word also sits in 'voluntary carbon credit', 'crediting mechanism', 'credit line' and OUT_118 Climate-risk credit score. INT_290 Agricultural credit and OUT_131 Loan hold the finance sense.",her diagnostics doc; audited in c3_exclusion_audit.csv,"YES - absent, so the pipeline could still propose it"
Data system,data system,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of OUT_124 'Data system' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Digital advisory service,digital advisory service,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: new term | synonym of digital advisory,absent,"no - covered by the shorter label INT_299 'digital advisory', which the matcher finds inside the phrase",her diagnostics doc; audited in c3_exclusion_audit.csv,"YES - absent, so the pipeline could still propose it"
Ecosystem conservation,ecosystem conservation,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of INT_289 'Ecosystem conservation' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Emissions database,emission database,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: new term | synonym of Emissions inventory,present as SYNONYM of OUT_111,"no - her own note asks for the synonym, which is what v5 has",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Feed availability,feed availability,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of OTC_138 'Feed availability' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Fertilizer,fertilizer,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of INT_282 'Fertilizer' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Financial inclusion,financial inclusion,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of OTC_130 'Financial inclusion' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Financial service,financial service,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of INT_305 'Financial service' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Fodder bank,fodder bank,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be standalone,the label of OUT_122 'Fodder bank' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Food system resilience,food system resilience,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of OTC_125 'Food system resilience' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Food system transformation,food system transformation,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of CCC_36 'Food system transformation' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Forage conservation,forage conservation,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of INT_285 'Forage conservation' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Gender Equity,gender equity,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of OTC_139 'Gender equity' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Gender inclusion,gender inclusion,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of OTC_128 'Gender inclusion' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Gender transformative,gender transformative,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of CCC_30 'Gender-transformative' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Inclusive finance,inclusive finance,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: syn of financial inclusion – new term,present as SYNONYM of OTC_130,"no - her own note asks for the synonym, which is what v5 has",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Information system,information system,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: syn of data system – new term,absent,"no - declined: matches any hospital, payroll or GIS system. OUT_124 Data system holds the concept; the phrase is left to a tagging guard if she wants it.",her diagnostics doc; audited in c3_exclusion_audit.csv,"YES - absent, so the pipeline could still propose it"
Innovation,innovation,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of OUT_121 'Innovation' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Integrated soil fertility management,integrated soil fertility management,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: is now standalone concept,the label of INT_284 'Integrated soil fertility management' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Landscape resilience,landscape resilience,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of OTC_124 'Landscape resilience' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Livestock nutrition,livestock nutrition,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: is now standalone concept,the label of INT_295 'Livestock nutrition' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Mitigation action,mitigation action,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of INT_302 'Mitigation action' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Mitigation plan,mitigation plan,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,"Andreea: not a synonym, but standalone concept",the label of OUT_126 'Mitigation plan' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Rainfall,rainfall,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of CDI_18 'Rainfall' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Research network,research network,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: is now standalone concept,the label of OUT_129 'Research network' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Responsible scaling,responsible scaling,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of INT_293 'Responsible scaling' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Seed bank,seed bank,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of OUT_123 'Seed bank' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Seed system,seed system,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of SYS_107 'Seed system' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Solar irrigation,solar irrigation,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,"Andreea: not a synonym, is now standalone concept",the label of INT_286 'Solar irrigation' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Transboundary water management,transboundary water management,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,"Andreea: not a synonym, but standalone concept",the label of INT_287 'Transboundary water management' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Water conservation,water conservation,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of INT_288 'Water conservation' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Water management organization,water management organization,NOT-AS-SYNONYM-CONCEPT-INSTEAD,Andreea,2026-09-02,Andreea: will be new term,the label of STK_069 'Water management organization' - not present as a synonym,"no - she asked for a concept, and it is one",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Commercialization model,commercialization model,REDIRECT,Andreea,2026-09-02,Andreea: now synonym of “Business model”,present as SYNONYM of OUT_019,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Ecosystem management,ecosystem management,REDIRECT,Andreea,2026-09-02,Andreea: synonym of Landscape management,present as SYNONYM of INT_059,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Emission mitigation,emission mitigation,REDIRECT,Andreea,2026-09-02,Andreea: syn of Greenhouse gas emissions,present as SYNONYM of OTC_105,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Flooding,flooding,REDIRECT,Andreea,2026-09-02,Andreea: synonym of flood,present as SYNONYM of CRK_122,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Food-water system transition,food water system transition,REDIRECT,Andreea,2026-09-02,Andreea: synonym of “Water-energy-food nexus” not of “Food system”,present as SYNONYM of CCC_25,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Greenhouse gas emissions accounting,greenhouse ga emission accounting,REDIRECT,Andreea,2026-09-02,Andreea: synonym of carbon accounting,absent,no - covered by the shorter label OTC_105 'greenhouse ga emission',her diagnostics doc; audited in c3_exclusion_audit.csv,"YES - absent, so the pipeline could still propose it"
Husbandry,husbandry,REDIRECT,Andreea,2026-09-02,Andreea: synonym of Lvestock management,absent,"no - declined: the bare word is ambiguous between livestock and crop husbandry. INT_048 Livestock management carries 'animal husbandry', which is unambiguous.",her diagnostics doc; audited in c3_exclusion_audit.csv,"YES - absent, so the pipeline could still propose it"
Land conservation,land conservation,REDIRECT,Andreea,2026-09-02,Andreea: syn of Landscape management,present as SYNONYM of INT_289,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Land management,land management,REDIRECT,Andreea,2026-09-02,Andreea: syn of Landscape management,present as SYNONYM of INT_059,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Landscape restoration,landscape restoration,REDIRECT,Andreea,2026-09-02,Andreea: syn of Ecosystem restoration,present as SYNONYM of INT_066,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Livelihood,livelihood,REDIRECT,Andreea,2026-09-02,Andreea: syn of Livelihood system,absent,"no - declined, confirmed by Lolita 2026-09-04: the bare word is near-universal in this literature. The eight qualified forms (rural, pastoral, fishing, forest-dependent, smallholder, aquaculture) stay on their own concepts.",her diagnostics doc; audited in c3_exclusion_audit.csv,"YES - absent, so the pipeline could still propose it"
Low-emission food system,low emission food system,REDIRECT,Andreea,2026-09-02,Andreea: syn of Low-emission development,present as SYNONYM of INT_279,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Production system,production system,REDIRECT,Andreea,2026-09-02,"Andreea: also syn of Crop system, Livestock system, Aquatic system",the label of SYS_115 'Production system' - not present as a synonym,"no - she named a different owner, and the word sits there",her diagnostics doc; audited in c3_exclusion_audit.csv,"NO - already matches the taxonomy, so it cannot be proposed"
Agronomic,agronomic,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10: a qualifier, not a concept | removed: ['Agronomic']",absent,"no - absent, as excluded",decision_log.csv row for INT_022,"YES - absent, so the pipeline could still propose it"
CO2,co2,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit: duplicate of 'CO₂' within the same cell | removed: ['CO2'],present as SYNONYM of CDI_02,no - re-homed to the canonical greenhouse-gas concept,decision_log.csv row for CDI_02,"NO - already matches the taxonomy, so it cannot be proposed"
coefficient of variation,coefficient of variation,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10 TOO-BROAD: generic statistic / different construct | removed: ['coefficient of variation', 'production stability']",absent,"no - absent, as excluded",decision_log.csv row for OTC_121,"YES - absent, so the pipeline could still propose it"
Company,company,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 TOO-BROAD: fires on any company in any sector | removed: ['Company'],absent,"no - absent, as excluded",decision_log.csv row for STK_028,"YES - absent, so the pipeline could still propose it"
de-risking instrument,de risking instrument,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"removed: ['de-risking instrument'] - the concept is 'Climate de-risking instrument' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gat",absent,"no - absent, as excluded",decision_log.csv row for OUT_071,"YES - absent, so the pipeline could still propose it"
Diversification,diversification,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10 TOO-BROAD: applies to livelihoods, income, markets | removed: ['Diversification']",absent,"no - absent, as excluded",decision_log.csv row for INT_026,"YES - absent, so the pipeline could still propose it"
ENSO,enso,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 TOO-BROAD: ENSO is the whole oscillation | removed: ['ENSO'],present as SYNONYM of CDI_19,"no - acronym of the canonical label, restored deliberately",decision_log.csv row for CDI_11,"NO - already matches the taxonomy, so it cannot be proposed"
erosion,erosion,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 TOO-BROAD: erosion is the genus | removed: ['erosion'],absent,"no - absent, as excluded",decision_log.csv row for CRK_145,"YES - absent, so the pipeline could still propose it"
Forage,forage,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 R7: an input as a synonym of a practice | removed: ['Forage'],absent,"no - absent, as excluded",decision_log.csv row for INT_049,"YES - absent, so the pipeline could still propose it"
Genetic resources,genetic resource,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 R7: a thing as a synonym of an activity | removed: ['Genetic resources'],absent,"no - absent, as excluded",decision_log.csv row for INT_001,"YES - absent, so the pipeline could still propose it"
Heat,heat,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10 TOO-BROAD: heat stress needs a tolerance threshold | removed: ['Heat', 'High temperature']",absent,"no - absent, as excluded",decision_log.csv row for CRK_106,"YES - absent, so the pipeline could still propose it"
High temperature,high temperature,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10 TOO-BROAD: heat stress needs a tolerance threshold | removed: ['Heat', 'High temperature']",absent,"no - absent, as excluded",decision_log.csv row for CRK_106,"YES - absent, so the pipeline could still propose it"
manure,manure,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 R7: an input as a synonym of a practice | removed: ['manure'],absent,"no - absent, as excluded",decision_log.csv row for INT_056,"YES - absent, so the pipeline could still propose it"
offset,offset,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"removed: ['offset'] - the concept is 'Carbon offset' and this synonym drops 'carbon', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about carbon at all. Owner is Mitigation-specific (no hazard gate), so the conditional hazard che",absent,"no - absent, as excluded",decision_log.csv row for OUT_109,"YES - absent, so the pipeline could still propose it"
Pest management,pest management,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 TOO-BROAD: the genus of IPM | removed: ['Pest management'],absent,"no - absent, as excluded",decision_log.csv row for INT_029,"YES - absent, so the pipeline could still propose it"
production stability,production stability,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10 TOO-BROAD: generic statistic / different construct | removed: ['coefficient of variation', 'production stability']",absent,"no - absent, as excluded",decision_log.csv row for OTC_121,"YES - absent, so the pipeline could still propose it"
risk management,risk management,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"removed: ['risk management'] - the concept is 'Climate risk management' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the c",absent,"no - absent, as excluded",decision_log.csv row for INT_229,"YES - absent, so the pipeline could still propose it"
risk reduction,risk reduction,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"removed: ['risk reduction'] - the concept is 'Climate risk reduction' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the con",absent,"no - absent, as excluded",decision_log.csv row for OTC_101,"YES - absent, so the pipeline could still propose it"
risk transfer,risk transfer,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"removed: ['risk transfer'] - the concept is 'Climate risk transfer' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the condi",absent,"no - absent, as excluded",decision_log.csv row for INT_231,"YES - absent, so the pipeline could still propose it"
Social protection,social protection,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,audit T2.10 TOO-BROAD: an entire policy field | removed: ['Social protection'],absent,"no - absent, as excluded",decision_log.csv row for INT_112,"YES - absent, so the pipeline could still propose it"
subsidy,subsidy,REMOVED-TOO-BROAD-OR-WRONG-OWNER,Lolita (remediation),2026-09-04,"audit T2.10 TOO-BROAD: the instrument, not its reform | removed: ['subsidy']",absent,"no - absent, as excluded",decision_log.csv row for INT_136,"YES - absent, so the pipeline could still propose it"
Accelerated breeding,accelerated breeding,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_002,"YES - absent, so the pipeline could still propose it"
agri-food system,agri food system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_055,"YES - absent, so the pipeline could still propose it"
agri-food trade,agri food trade,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_084,"YES - absent, so the pipeline could still propose it"
agri-food waste,agri food waste,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_098,"YES - absent, so the pipeline could still propose it"
agricultural carbon market,agricultural carbon market,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_254,"YES - absent, so the pipeline could still propose it"
agricultural insurance,agricultural insurance,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_306,"YES - absent, so the pipeline could still propose it"
agricultural production system,agricultural production system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for SYS_115,"YES - absent, so the pipeline could still propose it"
agricultural productivity,agricultural productivity,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OTC_102,"YES - absent, so the pipeline could still propose it"
agricultural water management,agricultural water management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_038,"YES - absent, so the pipeline could still propose it"
agro-climate advisory service,agro climate advisory service,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_232,"YES - absent, so the pipeline could still propose it"
agro-met bulletin,agro met bulletin,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_029,"YES - absent, so the pipeline could still propose it"
Agroforestry system,agroforestry system,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_060,"YES - absent, so the pipeline could still propose it"
agronomic management,agronomic management,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of INT_022 'Agronomic management' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for INT_022,"NO - already matches the taxonomy, so it cannot be proposed"
animal breed,animal breed,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for OUT_056,"YES - absent, so the pipeline could still propose it"
anthropogenic climate change,anthropogenic climate change,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CDI_08,"YES - absent, so the pipeline could still propose it"
biochar amendment,biochar amendment,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for INT_323,"YES - absent, so the pipeline could still propose it"
biological nitrogen fixation,biological nitrogen fixation,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CDI_07,"YES - absent, so the pipeline could still propose it"
carbon accounting methodology,carbon accounting methodology,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",the label of OUT_110 'Carbon accounting methodology' - not present as a synonym,no - not a synonym; the word is this concept's own label,decision_log.csv row for OUT_110,"NO - already matches the taxonomy, so it cannot be proposed"
carbon additionality,carbon additionality,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for CCC_09,"YES - absent, so the pipeline could still propose it"
civil society organization,civil society organization,REDUNDANT-LABEL-ALREADY-MATCHES,Lolita (remediation),2026-09-04,"the concept's own label already appears inside this phrase, so the entry adds no recall. If it names something narrower it should be a child concept, not a synonym",absent,"no - absent, as excluded",decision_log.csv row for STK_039,"YES - absent, so the pipeline could still propose it"
