change,synonym,from ID (v4),from term (v4),to ID (v5),to term (v5),why
REMOVED,adaptation assessment,INT_211,Adaptation tracking,,,removed by the 3 Sep cleanup
REMOVED,"adaptation M&E, adaptation ME, adaptation MEL",INT_142,Adaptation monitoring and evaluation,,,removed by the 3 Sep cleanup
REMOVED,agri-food system,SYS_055,Food system,,,redundant (label already matches inside the phrase): ['agri-food system']
REMOVED,agri-food trade,SYS_084,Food trade,,,redundant (label already matches inside the phrase): ['agri-food trade']
REMOVED,agricultural carbon market,INT_254,Carbon market,,,redundant (label already matches inside the phrase): ['agricultural carbon market']
REMOVED,agricultural insurance,INT_120,Climate insurance,,,removed by the 3 Sep cleanup
REMOVED,agricultural productivity,OTC_102,Productivity,,,redundant (label already matches inside the phrase): ['agricultural productivity']
REMOVED,agricultural water management,INT_038,Water management,,,"redundant (label already matches inside the phrase): ['agricultural water management', 'Rice water management']"
REMOVED,agro-met bulletin,OUT_029,Bulletin,,,"redundant (label already matches inside the phrase): ['Climate information bulletin', 'seasonal bulletin', 'agro-met bulletin']"
REMOVED,agronomic management,INT_022,Agronomic management,,,"audit T2.10: a qualifier, not a concept | removed: ['Agronomic'] | redundant (label already matches after normalisation): ['agronomic management'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Agronomic management' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,animal breed,OUT_056,Breed,,,redundant (label already matches inside the phrase): ['animal breed']
REMOVED,anthropogenic climate change,CDI_08,Climate change,,,redundant (label already matches inside the phrase): ['anthropogenic climate change']
REMOVED,bean,SYS_095,Common bean,,,redundant (label already matches inside the phrase): ['dry bean']
REMOVED,behavioural change,OTC_071,Social norms change,,,removed by the 3 Sep cleanup
REMOVED,biological hazard,CRK_136,Biotic hazard,,,removed by the 3 Sep cleanup
REMOVED,biological nitrogen fixation,CDI_07,Nitrogen fixation,,,redundant (label already matches inside the phrase): ['biological nitrogen fixation']
REMOVED,carbon accounting methodology,OUT_110,Carbon market methodology,,,"redundant (label already matches after normalisation): ['carbon accounting methodology'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Carbon accounting methodology' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,carbon additionality,CCC_09,Additionality,,,redundant (label already matches inside the phrase): ['carbon additionality']
REMOVED,chilling stress,CRK_110,Chilling injury,,,"the old label kept as a synonym so nothing stops matching (R11: a word is never deleted, only moved). Bare ""chilling"" deliberately NOT added - in agri-food text it usually means post-harvest cooling, and SYS_083 Post-harvest handling is live in this corpus"
REMOVED,civil society organization,STK_039,Civil society,,,redundant (label already matches inside the phrase): ['civil society organization']
REMOVED,climate adaptation policy,OUT_095,Adaptation policy,,,redundant (label already matches inside the phrase): ['climate adaptation policy']
REMOVED,climate and health programming,INT_190,Climate-health programming,,,removed by the 3 Sep cleanup
REMOVED,climate data collection,INT_092,Climate data generation,,,removed by the 3 Sep cleanup
REMOVED,Climate dataset,OUT_021,Dataset,,,redundant (label already matches inside the phrase): ['Climate dataset']
REMOVED,climate exposure,CRK_01,Climate risk,,,"redundant (label already matches after normalisation): ['climate risks'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Climate risk' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,climate governance,OTC_046,Governance,,,redundant (label already matches inside the phrase): ['climate governance']
REMOVED,Climate information bulletin,OUT_029,Bulletin,,,"redundant (label already matches inside the phrase): ['Climate information bulletin', 'seasonal bulletin', 'agro-met bulletin']"
REMOVED,climate information system,INT_264,Climate information management,,,audit T2.9: v4 word lost with no new home | added: ['climate data system']
REMOVED,climate mobility programming,INT_195,Climate-mobility programming,,,removed by the 3 Sep cleanup
REMOVED,climate resilience,OTC_114,Climate resilience,,,"redundant (label already matches after normalisation): ['climate resilience'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Climate resilience' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,climate risk transfer,INT_113,Climate finance,,,removed by the 3 Sep cleanup
REMOVED,climate risks,CRK_01,Climate risk,,,"redundant (label already matches after normalisation): ['climate risks'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Climate risk' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,climate security risk,CRK_166,Climate security,,,redundant (label already matches inside the phrase): ['climate security risk']
REMOVED,climate sensitivity of the system,CRK_165,Sensitivity to climate hazard,,,audit T2.10 TOO-BROAD: general-purpose noun | removed: ['sensitivity'] | redundant (label already matches inside the phrase): ['climate sensitivity of the system']
REMOVED,climate service,OUT_065,Climate information product,,,removed by the 3 Sep cleanup
REMOVED,climate service product,OUT_065,Climate information product,,,removed by the 3 Sep cleanup
REMOVED,climate vulnerability,CRK_164,Climate vulnerability,,,"redundant (label already matches after normalisation): ['climate vulnerability'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Climate vulnerability' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,climate-adapted variety,OUT_002,Variety,,,"redundant (label already matches inside the phrase): ['stress-tolerant variety', 'climate-adapted variety', 'Seed variety']"
REMOVED,community seed exchange,INT_268,Seed exchange,,,"redundant (label already matches inside the phrase): ['farmer seed exchange', 'farmer-to-farmer seed exchange', 'community seed exchange']"
REMOVED,community-based adaptation,INT_273,Locally-led adaptation,,,removed by the 3 Sep cleanup
REMOVED,community-of-practice facilitation,INT_160,Community of practice facilitation,,,"redundant (label already matches after normalisation): ['community-of-practice'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Community of practice' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,concept note,OUT_050,Investment concept,,,redundant (label already matches inside the phrase): ['investment concept note']
REMOVED,conceptual framework,OUT_083,Framework,,,redundant (label already matches inside the phrase): ['conceptual framework']
REMOVED,consumer food environment,SYS_074,Food environment,,,redundant (label already matches inside the phrase): ['consumer food environment']
REMOVED,consumer food waste,OTC_098,Food waste,,,"redundant (label already matches inside the phrase): ['consumer food waste', 'agri-food waste']"
REMOVED,CoP facilitation,INT_160,Community of practice facilitation,,,"redundant (label already matches after normalisation): ['community-of-practice'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Community of practice' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,cross-breeding,INT_002,Breeding,,,"redundant (label already matches inside the phrase): ['cross-breeding', 'Accelerated breeding', 'plant breeding']"
REMOVED,curriculum design,INT_151,Curriculum development,,,redundant (label already matches inside the phrase): ['curriculum design']
REMOVED,de-risking instrument,OUT_071,Climate de-risking instrument,,,"removed: ['de-risking instrument'] - the concept is 'Climate de-risking instrument' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the conditional hazard check does NOT bound the damage - this is the highest-severity synonym"
REMOVED,decentralized renewable energy,INT_248,Renewable energy,,,"redundant (label already matches inside the phrase): ['decentralized renewable energy', 'renewable energy in agriculture']"
REMOVED,displaced populations,STK_055,Displaced population,,,"redundant (label already matches after normalisation): ['displaced populations'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Displaced population' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,drainage water management,INT_044,Drainage,,,redundant (label already matches inside the phrase): ['drainage water management']
REMOVED,dry bean,SYS_095,Common bean,,,redundant (label already matches inside the phrase): ['dry bean']
REMOVED,dry direct seeding,INT_266,Direct seeding,,,"redundant (label already matches inside the phrase): ['mechanized direct seeding', 'mechanised direct seeding', 'dry direct seeding']"
REMOVED,early warning system (EWS) operation,INT_100,Early warning system operation,,,"acronym split: [('early warning system (EWS) operation', 'EWS')]"
REMOVED,Ecosystem,SYS_039,Natural ecosystem,,,"PARKED: over-broad single word: bare ""ecosystem"" matches ecosystem services, ecosystem restoration and ecosystem-based adaptation, all distinct concepts here"
REMOVED,effectiveness,OTC_093,Adaptation effectiveness,,,PARKED: R4 twin of OTC_093 Adaptation effectiveness; bare 'effectiveness' too broad to attach
REMOVED,erosion,CRK_150,Land degradation,,,removed by the 3 Sep cleanup
REMOVED,evidence synthesis,INT_181,Research and synthesis,,,redundant (label already matches inside the phrase): ['research and evidence synthesis']
REMOVED,exposed asset,CRK_03,Exposure,,,removed by the 3 Sep cleanup
REMOVED,exposed livelihood,CRK_03,Exposure,,,removed by the 3 Sep cleanup
REMOVED,exposed value chain,CRK_03,Exposure,,,removed by the 3 Sep cleanup
REMOVED,faith-based organization (FBO),STK_045,Faith-based organization,,,"acronym split: [('faith-based organization (FBO)', 'FBO')]"
REMOVED,farmed fish species,SYS_103,Farmed fish,,,redundant (label already matches inside the phrase): ['farmed fish species']
REMOVED,farmer cooperative,STK_044,Cooperative,,,redundant (label already matches inside the phrase): ['farmer cooperative']
REMOVED,farmer field schools,OUT_102,Farmer field school,,,"redundant (label already matches after normalisation): ['farmer field schools'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Farmer field school' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,farmer seed exchange,INT_268,Seed exchange,,,"redundant (label already matches inside the phrase): ['farmer seed exchange', 'farmer-to-farmer seed exchange', 'community seed exchange']"
REMOVED,farmer-to-farmer seed exchange,INT_268,Seed exchange,,,"redundant (label already matches inside the phrase): ['farmer seed exchange', 'farmer-to-farmer seed exchange', 'community seed exchange']"
REMOVED,fellowship programme,INT_153,Fellowship,,,redundant (label already matches inside the phrase): ['fellowship programme']
REMOVED,fire weather,CRK_158,Fire-weather,,,"redundant (label already matches after normalisation): ['fire weather'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Fire-weather' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,food loss and waste reduction,INT_089,Food loss and waste,,,redundant (label already matches inside the phrase): ['food loss and waste reduction']
REMOVED,forage management,INT_049,Feed and forage management,,,"audit T2.10 R7: an input as a synonym of a practice | removed: ['Forage'] | redundant (label already matches inside the phrase): ['feed and forage management'] | redundant (label already matches after normalisation): ['forage management'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Forage "
REMOVED,forest system,SYS_040,Forest,,,redundant (label already matches inside the phrase): ['forest system']
REMOVED,fruit crop,SYS_013,Fruit,,,redundant (label already matches inside the phrase): ['fruit crop']
REMOVED,gender-transformative adaptation,CCC_31,Gender-responsive adaptation,,,removed by the 3 Sep cleanup
REMOVED,Green Climate Fund,STK_049,Climate fund,,,redundant (label already matches inside the phrase): ['Green Climate Fund']
REMOVED,greenhouse gas emissions,CDI_01,Greenhouse gas,,,removed by the 3 Sep cleanup
REMOVED,healthy diet promotion,INT_192,Sustainable healthy diet promotion,,,redundant (label already matches inside the phrase): ['healthy diet promotion']
REMOVED,heat stress,CRK_107,Heatwave,,,removed by the 3 Sep cleanup
REMOVED,highland area,SYS_082,Highland,,,redundant (label already matches inside the phrase): ['highland area']
REMOVED,horticultural crop,SYS_011,Horticultural crop,,,"redundant (label already matches after normalisation): ['horticultural crop'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Horticultural crop' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,human wellbeing,OTC_096,Wellbeing,,,redundant (label already matches inside the phrase): ['human wellbeing']
REMOVED,improved variety,OUT_002,Variety,,,"redundant (label already matches inside the phrase): ['stress-tolerant variety', 'climate-adapted variety', 'Seed variety']"
REMOVED,indigenous communities,STK_012,Indigenous Peoples,,,removed by the 3 Sep cleanup
REMOVED,indigenous knowledge integration,INT_161,Knowledge integration,,,"redundant (label already matches inside the phrase): ['local knowledge integration', 'indigenous knowledge integration']"
REMOVED,Indigenous Peoples engagement,STK_065,Indigenous Peoples,,,redundant (label already matches inside the phrase): ['Indigenous Peoples engagement']
REMOVED,institutional coordination,OTC_044,Coordination,,,word moved from retired CCC_45: R32 fail; folds into OTC_044 Coordination | words moved in: ['collaboration'] | both-directions test fails: coordination is alignment of action; collaboration is joint working. The M&E literature distinguishes them deliberately. Flagged by Lolita. | redundant (label already matches inside the phrase): ['institutional coordination']
REMOVED,insurance scheme,OUT_006,Insurance product,,,removed by the 3 Sep cleanup
REMOVED,integrated landscape management,INT_059,Landscape management,,,removed redundant hyphen/case variant (R1 matching is hyphen- and case-insensitive) | redundant (label already matches inside the phrase): ['integrated landscape management']
REMOVED,integrated multi-trophic aquaculture (IMTA),SYS_036,Integrated multi-trophic aquaculture,,,"acronym split: [('integrated multi-trophic aquaculture (IMTA)', 'IMTA')]"
REMOVED,integrated pest management (IPM),INT_029,Integrated pest management,,,"audit T2.10 TOO-BROAD: the genus of IPM | removed: ['Pest management'] | acronym split: [('integrated pest management (IPM)', 'IPM')]"
REMOVED,investment concept note,OUT_050,Investment concept,,,redundant (label already matches inside the phrase): ['investment concept note']
REMOVED,investment proposal,OUT_063,Concept note,,,removed by the 3 Sep cleanup
REMOVED,IP and licensing,INT_201,Intellectual property and licensing,,,removed by the 3 Sep cleanup
REMOVED,irrigation water management,INT_039,Irrigation,,,redundant (label already matches inside the phrase): ['irrigation water management']
REMOVED,land degradation neutrality (LDN),OTC_117,Land Degradation Neutrality,,,"acronym split: [('land degradation neutrality (LDN)', 'LDN')]"
REMOVED,local government,STK_019,Subnational government,,,removed by the 3 Sep cleanup
REMOVED,local knowledge integration,INT_161,Knowledge integration,,,"redundant (label already matches inside the phrase): ['local knowledge integration', 'indigenous knowledge integration']"
REMOVED,managed retreat,INT_196,Planned relocation support,,,removed by the 3 Sep cleanup
REMOVED,marine hazard,CRK_159,Oceanic hazard,,,removed by the 3 Sep cleanup
REMOVED,market information platform,OUT_054,Market intelligence platform,,,removed by the 3 Sep cleanup
REMOVED,mechanised direct seeding,INT_266,Direct seeding,,,"redundant (label already matches inside the phrase): ['mechanized direct seeding', 'mechanised direct seeding', 'dry direct seeding']"
REMOVED,mechanized direct seeding,INT_266,Direct seeding,,,"redundant (label already matches inside the phrase): ['mechanized direct seeding', 'mechanised direct seeding', 'dry direct seeding']"
REMOVED,migration intervention,INT_194,Migration,,,redundant (label already matches inside the phrase): ['migration intervention']
REMOVED,mountain system,SYS_051,Mountain,,,redundant (label already matches inside the phrase): ['mountain system']
REMOVED,NARES,INT_157,National research and extension system strengthening,,,removed by the 3 Sep cleanup
REMOVED,national adaptation plan (NAP),OUT_043,National adaptation plan,,,"acronym split: [('national adaptation plan (NAP)', 'NAP')]"
REMOVED,national statistics office,STK_027,Statistics office,,,redundant (label already matches inside the phrase): ['national statistics office']
REMOVED,nitrogen-use efficiency,OTC_112,Nitrogen use efficiency,,,"redundant (label already matches after normalisation): ['nitrogen-use efficiency'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Nitrogen use efficiency' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,nutrition,INT_189,Health and nutrition,,,"PARKED: over-broad single word: owner is a human-nutrition intervention; bare ""nutrition"" also matches INT_295 Livestock nutrition and nutritional-status outcomes"
REMOVED,nutritional biofortification,INT_035,Biofortification,,,redundant (label already matches inside the phrase): ['nutritional biofortification']
REMOVED,ocean acidification (OA),CRK_134,Ocean acidification,,,"acronym split: [('ocean acidification (OA)', 'OA')]"
REMOVED,offset,OUT_109,Carbon offset,,,"removed: ['offset'] - the concept is 'Carbon offset' and this synonym drops 'carbon', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about carbon at all. Owner is Mitigation-specific (no hazard gate), so the conditional hazard check does NOT bound the damage - this is the highest-severity synonym class. Demand note: bare 'offset"
REMOVED,oilseed crop,SYS_014,Oilseed,,,redundant (label already matches inside the phrase): ['oilseed crop']
REMOVED,olive tree,SYS_101,Olive,,,redundant (label already matches inside the phrase): ['olive tree']
REMOVED,orange-fleshed sweet potato,SYS_094,Sweet potato,,,redundant (label already matches inside the phrase): ['orange-fleshed sweet potato']
REMOVED,pastoral livelihood,SYS_067,Livelihood system,,,audit T2.10 TOO-BROAD: near-universal in this literature | removed: ['livelihood']
REMOVED,payment for ecosystem services (PES),INT_123,Payment for ecosystem services,,,"acronym split: [('payment for ecosystem services (PES)', 'PES')]"
REMOVED,plant breeding,INT_001,Genetic resource management,,,audit T2.10 R7: a thing as a synonym of an activity | removed: ['Genetic resources']
REMOVED,plant genetic resources policy,INT_021,Genetic resource policy,,,redundant (label already matches inside the phrase): ['plant genetic resources policy']
REMOVED,plant variety protection,INT_201,Intellectual property and licensing,,,removed by the 3 Sep cleanup
REMOVED,poultry flock,SYS_023,Poultry,,,redundant (label already matches inside the phrase): ['poultry flock']
REMOVED,pre-breeding research,INT_007,Pre-breeding,,,"The label 'Pre-breeding' already matches inside the phrase, so the entry buys no recall, and the two name the same activity (R14 + redundancy)."
REMOVED,predisposition to harm,CRK_04,Vulnerability,,,removed by the 3 Sep cleanup
REMOVED,production stability,OTC_004,Yield,,,removed by the 3 Sep cleanup
REMOVED,Rangeland,SYS_087,Savanna,,,removed by the 3 Sep cleanup
REMOVED,recirculating aquaculture system,SYS_035,Recirculating aquaculture,,,redundant (label already matches inside the phrase): ['recirculating aquaculture system']
REMOVED,renewable energy in agriculture,INT_248,Renewable energy,,,"redundant (label already matches inside the phrase): ['decentralized renewable energy', 'renewable energy in agriculture']"
REMOVED,research and evidence synthesis,INT_181,Research and synthesis,,,redundant (label already matches inside the phrase): ['research and evidence synthesis']
REMOVED,risk management,INT_229,Climate risk management,,,"removed: ['risk management'] - the concept is 'Climate risk management' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the conditional hazard check does NOT bound the damage - this is the highest-severity synonym class. Dema"
REMOVED,risk reduction,OTC_101,Climate risk reduction,,,"removed: ['risk reduction'] - the concept is 'Climate risk reduction' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the conditional hazard check does NOT bound the damage - this is the highest-severity synonym class. Demand"
REMOVED,risk transfer,INT_231,Climate risk transfer,,,"removed: ['risk transfer'] - the concept is 'Climate risk transfer' and this synonym drops 'climate', which is the word that puts it in scope. The short form does not mean the same thing, so it matches text that is not about climate at all. Owner is Adaptation-specific (no hazard gate), so the conditional hazard check does NOT bound the damage - this is the highest-severity synonym class. Trade ac"
REMOVED,river delta,SYS_081,Delta,,,redundant (label already matches inside the phrase): ['river delta']
REMOVED,scaling up,ADP_06,Scaling,,,removed by the 3 Sep cleanup
REMOVED,scholarship programme,INT_223,Scholarship,,,redundant (label already matches inside the phrase): ['scholarship programme']
REMOVED,sea level rise,CRK_127,Sea-level rise,,,"redundant (label already matches after normalisation): ['sea level rise'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Sea-level rise' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,seasonal bulletin,OUT_029,Bulletin,,,"redundant (label already matches inside the phrase): ['Climate information bulletin', 'seasonal bulletin', 'agro-met bulletin']"
REMOVED,seed company,STK_030,Input supplier,,,removed by the 3 Sep cleanup
REMOVED,severe storm,CRK_113,Storm,,,redundant (label already matches inside the phrase): ['severe storm']
REMOVED,simulation model,OUT_012,Model,,,redundant (label already matches inside the phrase): ['simulation model']
REMOVED,social equity,OTC_115,Equity,,,removed by the 3 Sep cleanup
REMOVED,social inclusion,OTC_116,Inclusion,,,"word moved from retired CCC_46: R4 twin of OTC_116 Inclusion, which had no synonyms; adjectival label (R35) | words moved in: ['inclusive']"
REMOVED,soil hazard,CRK_144,Edaphic hazard,,,removed by the 3 Sep cleanup
REMOVED,soil organic carbon (SOC),OTC_107,Soil organic carbon,,,"acronym split: [('soil organic carbon (SOC)', 'SOC')]"
REMOVED,staff secondment,INT_224,Secondment,,,redundant (label already matches inside the phrase): ['staff secondment']
REMOVED,standard protocol,OUT_014,Protocol,,,redundant (label already matches inside the phrase): ['standard protocol']
REMOVED,strategic partnership,OUT_052,Partnership,,,redundant (label already matches inside the phrase): ['strategic partnership']
REMOVED,strategy,OUT_047,Strategy document,,,"PARKED: over-broad single word: bare ""strategy"" is ubiquitous in programme text and rarely denotes a strategy document"
REMOVED,stress-tolerant variety,OUT_002,Variety,,,"redundant (label already matches inside the phrase): ['stress-tolerant variety', 'climate-adapted variety', 'Seed variety']"
REMOVED,supply chain,SYS_055,Food system,,,redundant (label already matches inside the phrase): ['agri-food system']
REMOVED,susceptibility,CRK_04,Vulnerability,,,removed by the 3 Sep cleanup
REMOVED,sustainable energy management,INT_247,Energy management,,,redundant (label already matches inside the phrase): ['sustainable energy management']
REMOVED,sustainable forest management,INT_064,Forest management,,,moved to the new concept INT_327 (R11/R17: a word has one owner)
REMOVED,technical report,OUT_026,Report,,,redundant (label already matches inside the phrase): ['technical report']
REMOVED,temperature extremes,CRK_162,Temperature extreme,,,"redundant (label already matches after normalisation): ['temperature extremes'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Temperature extreme' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,thematic map,OUT_087,Map,,,redundant (label already matches inside the phrase): ['thematic map']
REMOVED,traditional communities,STK_012,Indigenous Peoples,,,removed by the 3 Sep cleanup
REMOVED,Training,OUT_036,Training material,,,removed by the 3 Sep cleanup
REMOVED,training delivery,INT_149,Capacity sharing,,,removed by the 3 Sep cleanup
REMOVED,training provision,INT_150,Training delivery,,,"redundant (label already matches inside the phrase): ['training provision', 'training delivery']"
REMOVED,true cost accounting,INT_186,True-cost accounting,,,"redundant (label already matches after normalisation): ['true cost accounting'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'True-cost accounting' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,vegetable crop,SYS_012,Vegetable,,,"redundant (label already matches inside the phrase): ['vegetable crop', 'Vegetable production']"
REMOVED,voluntary standard,OUT_082,Standard,,,redundant (label already matches inside the phrase): ['voluntary standard']
REMOVED,vulnerability index,OUT_064,Risk scoring tool,,,removed by the 3 Sep cleanup
REMOVED,water-use efficiency,OTC_113,Water use efficiency,,,"redundant (label already matches after normalisation): ['water-use efficiency'] - the tagger's norm_match() collapses case, hyphens and punctuation and sing_variants() collapses plurals, so this entry cannot match anything the label 'Water use efficiency' does not already match. Zero recall cost, verified against the matcher code."
REMOVED,weather-index insurance,INT_122,Index insurance,,,moved to the new concept INT_328 (R11/R17: a word has one owner)
REMOVED,women in agriculture,STK_010,Women,,,redundant (label already matches inside the phrase): ['women in agriculture']
